mfcc_array1,mfcc_array2,mfcc_array3,mfcc_array4,mfcc_array5,mfcc_array6,mfcc_array7,mfcc_array8,mfcc_array9,mfcc_array10,mfcc_array11,mfcc_array12,mfcc_array13,mfcc_array14,mfcc_array15,mfcc_array16,mfcc_array17,mfcc_array18,mfcc_array19,mfcc_array20,mfcc_array21,mfcc_array22,mfcc_array23,mfcc_array24,mfcc_array25,mfcc_array26,mfcc_array27,mfcc_array28,mfcc_array29,mfcc_array30,mfcc_array31,mfcc_array32,mfcc_array33,mfcc_array34,mfcc_array35,mfcc_array36,mfcc_array37,mfcc_array38,mfcc_array39,mfcc_array40
-9.63180238118824,0.0916374828500362,0.00133414797265904,0.0470457867091495,0.000341907963130186,0.0029962174568934,0.0005862726963214,0.0246971378368202,-0.000149629371427458,0.01398578938449,-0.000482559399810128,0.0080681459019283,-0.000168038676573961,0.00989400294340792,0.0010474892676976,0.000822024726343126,0.00104475143654779,0.00673943796839829,-0.000423757046830185,0.00190617625158553,-0.00127198045686876,0.00665482154963262,-0.000366195348959841,0.00743141264553118,0.000234321424188663,0.00721395087598575,0.000188580729839352,0.00672255645007761,0.00138834390002949,0.00728156873280997,0.000670981714899843,0.00506980365937673,-0.000867059461647592,0.00117455099465939,-0.00228092581427707,0.00273704873179322,-0.00184070354794038,0.00217961459118564,0.0017374358396743,0.00232696354382716
-9.63324396337696,0.147780343897369,0.00289530096928688,0.107326106671429,0.000195160948313825,0.00363388344559526,0.000609628099725008,0.0256715578920126,-0.000400876111926815,0.0043839907651445,-0.000217573562049461,0.0193934915354776,0.000436836786575599,0.0135182635564629,0.00101557447887982,0.00366355030142082,0.000898900072860078,0.00122019404555325,-0.000442464784241365,0.00194327786956701,-0.00121804840873196,0.00597326214998405,-0.000385163296364379,0.00727284603125514,-3.07860225967698e-05,0.00326195905779867,0.000318136269068803,0.00221414522178873,0.00153043638901636,0.00225768621351153,0.000816834738461842,0.00159809694139672,-0.000859894180552606,0.00199196095420607,-0.00232029544075994,0.00211855272782939,-0.00169154994230499,0.00368846911707031,0.00168990296887151,0.00184599132783164
-9.62878513601132,0.0251858589445277,0.00217533031432724,0.0795171524321934,-0.000461842447638945,0.0288668197366396,0.000146580909707676,0.00770593205044909,-0.000199635060661181,0.0120154826961426,-0.000229854196630577,0.0175770541069104,0.000109577906389056,0.00177443942070412,0.00113896798377982,0.00382428552499454,0.000975164152386821,0.00434606891364673,-0.000288690949004454,0.00730879433319806,-0.00105159022801583,0.00297742893539875,-0.000732280332021727,0.00749370995676772,1.02753492135292e-05,0.00235028710461902,0.000508997870067077,0.00572583769356927,0.00170161847329896,0.00614479781985752,0.00089911205470374,0.00407663867237021,-0.00105948448298337,0.0064028527027472,-0.00267135039613154,0.0138939363594002,-0.00205981285547628,0.0107116405611115,0.00157939068608259,0.00462203666251516
-9.63140750985442,0.0764399078261525,0.00280640816192201,0.103891610143345,0.000121692431018945,0.00614896876095449,0.000214190893407292,0.0103452077530069,-0.000644762510475902,0.00549379490465819,-0.000642547845437582,0.00685158717148163,0.000248662890521871,0.00624955495775552,0.00135959021806773,0.0114875421334638,0.000870398758318445,0.0001697562589705,-0.0004228291834761,0.00159399849397562,-0.00100681404436115,0.00432440218311034,-0.000480716883099761,0.00271708010186663,0.000177907623165925,0.00503256073142391,0.000514733484074779,0.00590230596398211,0.00161994378297677,0.00343028617661365,0.000834299473937031,0.00157015863255332,-0.00094479902192927,0.00192885988796539,-0.00248659657265604,0.00675950126533816,-0.00184351757041997,0.00291330509578428,0.00179462095301549,0.00370786716405628
-9.6317112025321,0.0934260037783336,0.00248343168088874,0.0918259447830696,0.000179281212982822,0.00858135072316567,0.000116004272967156,0.00962520085373187,-0.000515142590895794,0.00024304186995435,-0.000694901407290597,0.00522232349544077,7.31775219551912e-05,0.00166875404084631,0.00135141348784193,0.0127677310643194,0.00081469544257006,0.00251664178422328,-0.000686592885268059,0.00981091254558863,-0.0012428937286361,0.00534440339239907,-0.000456735075265529,0.00714894446113311,0.000248827415901845,0.0139144373419672,0.00020359803145178,0.00936456051629332,0.0015817358265242,0.0102175699686608,0.00109381603848635,0.01163468601323,-0.000732341445081531,0.00631516056324222,-0.00214949092440934,0.00636904358441034,-0.00175451978015607,0.00269246160167664,0.00179787697072549,0.00409836034451063
-9.63149926393519,0.0798535094878929,0.00190833249785062,0.0692776370394039,0.00124517129465664,0.0373273329416536,0.000312850614681799,0.0141443832495394,-0.000792243052079101,0.0109137161802457,-0.000786033611881997,0.00399233816788758,0.000293325675042578,0.00827771525817428,0.00120761769089277,0.00568009726252776,0.00143358057332428,0.0217912172511874,-0.00055084495810965,0.00351717794315344,-0.00118455270174163,0.00267631358848949,-0.000384473548190701,0.00604463990081267,-0.000302722360534413,0.0138976024728011,0.000264731614952844,0.00400612378903903,0.00164597595964772,0.00371669616152543,0.00100889193275042,0.00863061899605397,-0.0012564691960057,0.013999508895526,-0.00255667185009692,0.00943656527210651,-0.00158160320695413,0.0079501448076237,0.00162289293532051,0.00339939005477591
-9.6287751830352,0.0255008058352001,0.00255409055595086,0.0941415045448046,-0.000505976038662884,0.0305285502419733,0.00126187075022759,0.0508532287139414,-0.000246120087233269,0.0102122647302911,-0.000524353907776578,0.0061833980010388,0.000141363824281225,0.00213456009581789,0.0012587159041648,0.00828744448585756,0.000764225595765236,0.00533102236722276,-0.000394847514482896,0.00353937236326202,-0.001106982804209,0.000711965859610954,-0.000404006218344892,0.00573522898457481,0.000281266239091017,0.00936359775012715,0.000400699690489378,0.00192572772751873,0.00145102402773145,0.00418516286433653,0.000848165152376391,0.00229179558122119,-0.000901365407243045,0.000788047657984325,-0.00238625104687546,0.00325894953863278,-0.00173943347364614,0.00194777507243173,0.00188280070221767,0.00726591187443767
-9.63029919851424,0.0334396599221162,0.00212619402539069,0.0775873338102684,-0.000168551130831176,0.0175313610581202,-0.000123072916132686,0.00325397723525043,-0.000303712907316453,0.00798140023411836,-0.00100495476400181,0.012460881321029,0.000562099915996207,0.0184709446025957,0.000645037942988765,0.0163904301764273,0.00120057541697853,0.013137403418729,-0.000215531457827912,0.00967461612351788,-0.000844180870182773,0.0106814316149694,-0.000354327350139747,0.00778431082447157,-0.000107296846221159,0.00635743651176656,0.000419415563132219,0.00234572382169038,0.00174104976489946,0.00709073121971813,0.000586852389470904,0.00800980301696579,-0.00104743120456467,0.00590796355320146,-0.00221405069041662,0.00387162543766324,-0.00198598359380764,0.00780738437409669,0.00166528113578797,0.00273101510725862
-9.62808263473903,0.0532987384855073,0.0019045193366666,0.0695348097333892,0.000190592040873314,0.00357495714582346,0.000167671552959459,0.00852281522888252,-0.000594437044893683,0.00483343382211077,-0.000751956597847643,0.00317070688354841,4.47414302131023e-05,0.00252866300888458,0.00108280587070992,0.00319342548817194,0.000947713904221635,0.00322445164611274,-2.0910624136602e-05,0.0171751709060614,-0.00107871679752837,0.00383634110024818,-0.000520090453192141,0.00275602664728636,0.000168010708825906,0.0045691139122094,0.000382231732629072,0.00223286727221944,0.00147381662194809,0.00342836136327158,0.000670791982295881,0.00612498611383131,-0.000821399892108355,0.0028819614205456,-0.00217557557740537,0.00588258400798745,-0.00168028172418342,0.00406916566143922,0.0018254021006769,0.00509348976264643
-9.63061374289101,0.0556292200361393,0.00185370473851058,0.0674547481148519,0.000465614422675916,0.0073008569752195,0.000776750817275771,0.0327668844146407,-0.00143683736995986,0.0361942626817462,-0.000459347101794845,0.0119258924818231,0.000271510360317576,0.00765752166747068,0.000741869557376712,0.0127225087492496,0.000908378222047773,0.00146855391293687,-0.000251373214486806,0.011436681501035,-0.0011343490612782,0.00752542072241947,-0.000506342132569465,0.0018351220518151,-0.000166798173945574,0.00858995570631779,-9.18268353545039e-05,0.0191586929664532,0.00118707566288321,0.0179702662389171,0.000832008674662956,0.0021022786401819,-0.000796168040387374,0.00440183491611422,-0.00222665541585808,0.00532244082182927,-0.00200834438044991,0.00863614195038333,0.00165202257278845,0.00217432288155776
